,title_2011,place_2011,title_2017,place_2017,sex,guid
6094,,,Assistant Professor,Case Western Reserve University,,9dd2c4fbb8e24c908ded86768c96310a
6095,,,Full Professor,University of Virginia,,1d15670bbe38438a8b3a028e2f1d8d47
6096,,,Assistant Professor,Texas Tech University,,93ba87ce6cac420f88ac1b406bdd2359
6097,,,Full Professor,"City University of New York, Graduate Center",,4bc946fcccd546f1acfe84f050eb2f49
6098,,,Assistant Professor,University of Central Florida,,7c01e7d3f35f4711907d64ad55fea717
6099,,,Assistant Professor,Carnegie Mellon University,,06282335873b40ecbeab327f35e2eee4
6100,,,Assistant Professor,Duke University,,1f341be71d72445aaa6a124b61860bf8
6101,,,Full Professor,Brandeis University,,fb0e5ef796e94cb9b31d80175af89c3a
6102,,,Full Professor,Carnegie Mellon University,,e94328f955ac476daff9437b4127538e
6103,,,Associate Professor,University of Virginia,,e2844b267e074550aa17ef4d41245ecf
6104,,,Assistant Professor,University of Washington,,78a785bc0ea948c9a8089557a1dbffd5
6105,,,Full Professor,"University of Texas, Dallas",,c4b367896eef4fd492d8e7702275a0c1
6106,,,Full Professor,Tufts University,,4e0a516e5cf64110bd8bb01eb7d88b85
6107,,,Assistant Professor,Santa Clara University,,26c966cd25fc4912aca1ca60b41ca765
6108,,,Assistant Professor,Wright State University,,bf433569fa1a4f9ca87069a47d39b408
6109,,,Assistant Professor,University of Ottawa,,848b0b8ec0954042b34ecd0641e73b57
6110,,,Assistant Professor,Virginia Commonwealth University,,5c1d97b31f3d443999ce1097693bc8ee
6111,,,Associate Professor,Cornell University,,7b2d240a640e40d190dc8d5cebd8a365
6112,,,Assistant Professor,"Stony Brook University, SUNY",,4b86131ee14f4434a8de3a00077f261a
6113,,,Assistant Professor,Florida International University,,01902aa56f19481ba85f282d92180e5e
6114,,,Assistant Professor,DePaul University,,715ecaf04f614dabade70b6cd859fd0b
6115,,,Assistant Professor,"University of Illinois, Urbana Champaign",,e3b90f7f7c6b4a44a9f67dc0b8729b21
6116,,,Assistant Professor,Concordia University,,27ef2580072f4349a76a41b825d223c0
6117,,,Assistant Professor,Texas A&M University,,24666173c66c4efd85a6cc3879f33702
6118,,,Assistant Professor,"University of Illinois, Chicago",,00632d70445c491e80d1dbbe6f0c5ca3
6119,,,Full Professor,"University of Texas, Dallas",,6b585ec8fb4f41cfbe16c476cefa3412
6120,,,Associate Professor,Clemson University,,f69d002333944c4cb16bd9ecad068b52
6121,,,Assistant Professor,York University,,6adc46cc24984133bb600b032d1304a0
6122,,,Associate Professor,Temple University,,576f001a58584bd3b48ce769ca92e0b5
6123,,,Associate Professor,Duke University,,8d0d384b865b4ca29627c3b593ef8220
6124,,,Assistant Professor,Simon Fraser University,,5c23b28d35e34a449ab9743401482b3d
6125,,,Assistant Professor,"University of Massachusetts, Amherst",,b7b9a3471a124b10b7af9e6deaffe697
6126,,,Assistant Professor,University of Kentucky,,b13998066c934ea992db8947aa50273f
6127,,,Associate Professor,Harvard University,,e3d4437fc4c0432dbd6000170003b254
6128,,,Full Professor,"City University of New York, Graduate Center",,b95cd516e2a44b889615113c3a53ecbc
6129,,,Assistant Professor,Simon Fraser University,,074f1d969b32473b900d40fb78a75a44
6130,,,Full Professor,University of Toronto,,27078b1a665a456e859785e50490267a
6131,,,Assistant Professor,Washington State University,,840a0861b66440e6a24b30d6f1fe784d
6132,,,Assistant Professor,Indiana University,,c598b9a2285d46a5b0f568824c632117
6133,,,Assistant Professor,Polytechnic Institute of New York University,,f1af93e1cf6b4f63b8aba6c58d11d6da
6134,,,Assistant Professor,Wright State University,,97c3f39508744a039a6c9007239da5a3
6135,,,Associate Professor,Duke University,,dfa901def61c4173bbc8149f1f95a010
6136,,,Assistant Professor,"University of Nebraska, Lincoln",,19d5a2f7faee440e9772bd9c685c950e
6137,,,Associate Professor,Old Dominion University,,c4614c987b35453d9a4007fac355127a
6138,,,Full Professor,Rensselaer Polytechnic Institute,,ab3b68bb386e4399929875f5d4c0b8f3
6139,,,Assistant Professor,"University of Texas, Dallas",,baaccb0950094b94a81db50d82a4c73b
6140,,,Full Professor,University of Pennsylvania,,86b391593036437f9a5f67da50b98454
6141,,,Assistant Professor,University of British Columbia,,6da22428adfb4206883db6c80d34cb3d
6142,,,Assistant Professor,Simon Fraser University,,53ad571fa8244d6482441c527ee3af7e
6143,,,Assistant Professor,Northwestern University,,56d3e508381f4d6c8b0398d7a0e36ea1
6144,,,Associate Professor,Cornell University,,9c6add53b0bb4ed2b073512d6b63ca14
6145,,,Assistant Professor,Boston University,,eb8ca1728dd44294b4583f341082a4af
6146,,,Full Professor,Pennsylvania State University,,e69b3c4394c54777a40f95e1d57995a0
6147,,,Assistant Professor,Iowa State University,,b411d6786db94977920df9b8a14e4b7b
6148,,,Associate Professor,"University of Missouri, Kansas City",,0a4857261bb240e3a6ea1b38276439a8
6149,,,Assistant Professor,Naval Postgraduate School,,f5051abfde994306b6aabd5a92a69ed8
6150,,,Assistant Professor,Nova Southeastern University,,2e199d75706b42dcb9ef219b7e3e14be
6151,,,Assistant Professor,Carleton University,,1819f5ddfb5f4ec4906f3edb05781adf
6152,,,Assistant Professor,Brigham Young University,,2c259f9c26d04c9781373341272767d2
6153,,,Assistant Professor,Carnegie Mellon University,,62c88679473d4031abdf5a241f3ce598
6154,,,Full Professor,Northwestern University,,fad8247f0d404b558022681fb0478ff7
6155,,,Full Professor,Michigan State University,,adad6fb3b94e4be2978c555f1a73807e
6156,,,Assistant Professor,Carnegie Mellon University,,c8171bf84fc04664a7a3bf4ddf61d5be
6157,,,Assistant Professor,Washington State University,,8baef60e12c44729a01b0e53702776b9
6158,,,Assistant Professor,"University of North Carolina, Chapel Hill",,e945d9147f8e4bef99b0ee72a78a6c25
6159,,,Assistant Professor,Purdue University,,e316c741204e405dac518ff2337e029c
6160,,,Assistant Professor,Naval Postgraduate School,,f2565c5764ed40d9b557bb707084d19d
6161,,,Assistant Professor,University of Utah,,90c8481d15d4479094e1a8453faf7ba0
6162,,,Assistant Professor,"University of California, Santa Barbara",,2651a35a74234c76b5072af40bf190d0
6163,,,Assistant Professor,"University of Texas, El Paso",,e1810d00c67d4d3da3c2b9b18935a42a
6164,,,Assistant Professor,"University of Colorado, Colorado Springs",,9ad9b651a5d44048bc0760abf96b8c32
6165,,,Assistant Professor,"University of Texas, Austin",,0d319f29a007441faa82f70412455ec8
6166,,,Assistant Professor,University of Houston,,5fe3f9fa239d4c9ba8914c9442dbf35d
6167,,,Assistant Professor,"University of Nevada, Reno",,d44495ed08d944558c23bce34a9a08cb
6168,,,Assistant Professor,University of South Florida,,463053f3f9554caf98341b672648d990
6169,,,Assistant Professor,"University of California, Berkeley",,5f720f1158b14e4581c0a087c4810d82
6170,,,Full Professor,"City University of New York, Graduate Center",,cfe419bd832a48b2b042714f9ba93018
6171,,,Assistant Professor,Oregon State University,,57de54fdaed24da586438e84b7632000
6172,,,Assistant Professor,"University of Colorado, Boulder",,549473a967f0460cbf26e11c7f4bd286
6173,,,Associate Professor,Carnegie Mellon University,,e8d0a23a106f4888900ab777d4f1887f
6174,,,Full Professor,University of Toronto,,34da0adfa2b24a17af44b0cef0999b11
6175,,,Assistant Professor,University of Virginia,,f6d99121f1fe4545a9ea160e9fd4eecf
6176,,,Assistant Professor,College of William & Mary,,c99f1024d63c448caa5efd78d708e351
6177,,,Assistant Professor,"Stony Brook University, SUNY",,c3ee56dabaac444e86900abb1c0f1691
6178,,,Assistant Professor,Oregon State University,,34eb1c82108d47729ca0aff2edfc3daf
6179,,,Associate Professor,Pace University,,8e64d2ebfc1449de8cdf39a96380ba04
6180,,,Full Professor,University of Virginia,,39fc9f1efa8c4578ba66cc69a93d2ad6
6181,,,Full Professor,"University of Texas, Dallas",,0fe65a5dce0b49218e22073b4b36b959
6182,,,Associate Professor,University of Waterloo,,b163a1b5b18446c49bafae709585e6f9
6183,,,Full Professor,"City University of New York, Graduate Center",,64c5e56dd39e4ac6a143fea72c3e6356
6184,,,Associate Professor,Northeastern University,,aa607ca12f1343f897942f91ed0280bc
6185,,,Assistant Professor,Florida International University,,1d722454e31a4509b1e77c17a8a86578
6186,,,Associate Professor,Rice University,,6a42147c17b24c4c95db20ea45e55d62
6187,,,Assistant Professor,University of Southern Mississippi,,c8953f3a59a54dacb295a840319fcaa2
6188,,,Assistant Professor,"Binghamton University, SUNY",,2dcbc2832cd848518bfe7baad909da97
6189,,,Assistant Professor,Louisiana State University,,83e6f550aa9a4fcdbe5ec00d79234f73
6190,,,Full Professor,"City University of New York, Graduate Center",,0134a102a38c4aa992976823c49808ae
6191,,,Assistant Professor,Purdue University,,e1ddfa7a58ab4b1f9cdada52e52593b9
6192,,,Assistant Professor,Florida International University,,343726eaae0b4f0b97cfbf026af7d4a6
6193,,,Assistant Professor,Drexel University,,54a2950b362b407c9255c4acb44a14ce
6194,,,Associate Professor,Northwestern University,,aad284c42a794cc396863699ed38d612
6195,,,Assistant Professor,University of Miami,,5d3d828495b74afcb167ffc2f06bad09
6196,,,Assistant Professor,University of Maryland,,46517264021d4c99874a8c5bb9b6d875
6197,,,Full Professor,Yale University,,f636b758c33a4627b0293920d68772cd
6198,,,Assistant Professor,Oakland University,,b62ada2ada104e158947006317ec4f37
6199,,,Assistant Professor,Cornell University,,63dabe05228548f8887d1a06fb91d579
6200,,,Full Professor,University of Rhode Island,,29c0aa06cce44339ba04e552fc1f8690
6201,,,Assistant Professor,University of Kansas,,48bf1c7c2a064780806b5e0cdbc4c1e9
6202,,,Assistant Professor,"University of Massachusetts, Amherst",,e2133b63e1a34050ab814952d6bca977
6203,,,Assistant Professor,Columbia University,,6cf7550ef00c4786bc3447abfeb9426e
6204,,,Assistant Professor,University of New Brunswick,,4d7f43e6696a4a61afbcc762adef366a
6205,,,Assistant Professor,"University of Colorado, Boulder",,afb3340abc14485a9d488aab933cf6e9
6206,,,Assistant Professor,"University of Illinois, Chicago",,c00eb7028dd544a185bc50e43c1e104e
6207,,,Assistant Professor,"University of California, Los Angeles",,600a143270d84c17a7db3d6cbc99c3ef
6208,,,Assistant Professor,Harvard University,,90a791e65fb84ab39cb649b9fe36b061
6209,,,Assistant Professor,University of Arizona,,2387ec1dc1664f3988dc3990f405c962
6210,,,Full Professor,"City University of New York, Graduate Center",,fdcee72b4e334f7f94b5016cb5acfa95
6211,,,Full Professor,Northwestern University,,c900e61c8599409b814df9e1137ff4de
6212,,,Full Professor,"University of Illinois, Urbana Champaign",,30fea3dd8a7e4ab3bf557d3a9cdb62ad
6213,,,Associate Professor,"University of Illinois, Urbana Champaign",,afa1cbb8e24e4e97a3425f1f051281e7
6214,,,Assistant Professor,University of Florida,,f1b0e30fd6ff4899918785751a9e29cb
6215,,,Full Professor,Duke University,,5c4ef598a53e4dad95147ea74979f2e8
6216,,,Full Professor,University of Houston,,3a0c97ee67ec4210b3188ef614f8f5aa
6217,,,Full Professor,Pennsylvania State University,,1d5c9eb2a3874458b1709211108c3c65
6218,,,Full Professor,University of British Columbia,,04dea108b89c43df8536942b3be55989
6219,,,Associate Professor,University of Calgary,,9ae9d6cf58d44d09a13913aece55d730
6220,,,Assistant Professor,"University of Illinois, Chicago",,4341402c90d94c5fbbbde40bd66efda8
6221,,,Assistant Professor,University of Minnesota,,a608c9f35057413d94e27e4ee16eacdb
6222,,,Assistant Professor,Florida Atlantic University,,ca02b511ac0848e2a5e6a12eae4a505d
6223,,,Assistant Professor,Indiana University,,fd2a11f089004b03a8d9899ffee13df4
6224,,,Assistant Professor,Ohio State University,,74fe48ac2c4346c2909331ce744ba7a4
6225,,,Assistant Professor,University of Louisville,,b966852961204cd4a66c279cbbacd95f
6226,,,Assistant Professor,University of Utah,,4a23c49c7c62476ca8701f12b600e53d
6227,,,Full Professor,University of Waterloo,,1ac3e9574a23468faf3976273cbefa60
6228,,,Full Professor,"City University of New York, Graduate Center",,0846b954eb064aca877605bff509a57e
6229,,,Associate Professor,Rice University,,6ed09c1a42b64b9ea8072842f3a15cc4
6230,,,Assistant Professor,Northeastern University,,50f827aefac646e4a222f5c11cb41de4
6231,,,Full Professor,University of Chicago,,3d44c4fc9b57423886726f33d40b4516
6232,,,Assistant Professor,University of Alberta,,a6fec496864045e69c4607a05d42fa2e
6233,,,Assistant Professor,Carnegie Mellon University,,8266d2ee32ab430a81335325c6ce70e7
6234,,,Associate Professor,Yale University,,3e3063d595744bfc91f12f2fa13f125a
6235,,,Associate Professor,Carnegie Mellon University,,4254dfb3678549aba6ed37dfa491a805
6236,,,Assistant Professor,University of Calgary,,c4139ee552f84e6daeac51b4caf2ad40
6237,,,Assistant Professor,Kent State University,,cc56ba34d43e48e38a76f349335798a6
6238,,,Assistant Professor,Carnegie Mellon University,,f812f193209a40309a90ac5fb014501a
6239,,,Assistant Professor,University of Southern California,,00710532e9d048ed8be17904c72aed9c
6240,,,Full Professor,Pace University,,c47518cfd61549899ddec4ec64892eaf
6241,,,Full Professor,Ohio State University,,18dee2848fcd483188d2d468579ad68c
6242,,,Assistant Professor,University of Minnesota,,a53ac5acf45f40c6891008212004a7b8
6243,,,Assistant Professor,"University of Colorado, Colorado Springs",,1b32a39c147c44d3a207ced11de13984
6244,,,Associate Professor,Oregon State University,,bc91445610334cb7bd984c9694be9589
6245,,,Assistant Professor,University of Waterloo,,ddc169b614f1428fbea09e420241cc25
6246,,,Associate Professor,Brown University,,8a4a3872548241f9b877284c546da686
6247,,,Assistant Professor,Harvard University,,37a24896001f421782311a3158a13b63
6248,,,Assistant Professor,"University of North Carolina, Charlotte",,ea8f3c0b93344cbe8b10cb3d84fe5200
6249,,,Assistant Professor,Florida State University,,763c04fa59b54c0995490183782a52f3
6250,,,Associate Professor,University of British Columbia,,206ad9e7a23e4129b2ed5649dad980e7
6251,,,Full Professor,Louisiana State University,,08841a655716487c813b60914d058194
6252,,,Full Professor,Concordia University,,8bc8fd808c2f43898281d278a9ed739b
6253,,,Associate Professor,Arizona State University,,b3c5505e86684feb980206754680b85b
6254,,,Assistant Professor,Massachusetts Institute of Technology,,a69af19a29f9400c8451bb8ae6b76f9e
6255,,,Assistant Professor,Purdue University,,f24617cf029c48a0b5244b5c73160d06
6256,,,Associate Professor,College of William & Mary,,bc34b4b8f02f48689e551c0fbe1c798c
6257,,,Assistant Professor,University of Chicago,,30c9314300fa4b2f9634091dd005030f
6258,,,Assistant Professor,Virginia Commonwealth University,,a270351462694880a90caf41b7c1dbad
6259,,,Assistant Professor,"University of Massachusetts, Amherst",,c35d70f0f97442148c1c23215a4ab793
6260,,,Associate Professor,"University of Tennessee, Knoxville",,5ddaecc5562041b3b5e3cc03bb7ac9c3
6261,,,Assistant Professor,"University of North Carolina, Chapel Hill",,dc15a8218eee42f48b836a535e25afc1
6262,,,Assistant Professor,University of Ottawa,,8b132b35c27a410dbcade804d7a77e29
6263,,,Associate Professor,Cornell University,,86519717c8ec45a7b1ddd167b82939bb
6264,,,Assistant Professor,University of Rochester,,ee473a50768d4f388183b91d8f565fc1
6265,,,Assistant Professor,Western Michigan University,,ce05a21568da4e1a9a285c2f057ace38
6266,,,Assistant Professor,"University of California, Santa Cruz",,6a5e46186dc54308a4737f75ca88c366
6267,,,Full Professor,Western Michigan University,,6efa4df2088f4e6591cfa76456b00515
6268,,,Assistant Professor,York University,,5a6fdc0038634e0a919c684d6043d8c1
6269,,,Assistant Professor,Catholic University of America,,bfc857a839fa4f5ca0e72e3a0cbbb700
6270,,,Assistant Professor,University of Memphis,,fe11d83a384e442f82be9e78a2bd0cf9
6271,,,Assistant Professor,"University of California, Berkeley",,0f9b679ee59d4f6f81b55f024b3a5e21
6272,,,Assistant Professor,"University of Maryland, Baltimore County",,4293271e9eb34e4ea501c89b51ebbacf
6273,,,Assistant Professor,"University of California, Riverside",,8e21515b01c74a468e475eb22f0ea8c4
6274,,,Assistant Professor,College of William & Mary,,edcbf1c7a35847e7ae6613acdbb0f123
6275,,,Full Professor,Harvard University,,5100c586ff74454c9d756a0c46f0ccd5
6276,,,Assistant Professor,Carnegie Mellon University,,f83c1639735540019b816db932639fb9
6277,,,Assistant Professor,George Mason University,,4e4a85aaa1874f719aa13fb6252d7567
6278,,,Assistant Professor,Virginia Tech,,46920c1cb3874d9aa8222582604de5d1
6279,,,Assistant Professor,Worcester Polytechnic Institute,,00f648a660cb45159f00b21b844e933d
6280,,,Full Professor,University of Idaho,,88bb3e9c091547bd9462da39dc0d5d55
6281,,,Assistant Professor,University of Manitoba,,b21c1f37e0dc44309f6f20f9d496cb0f
6282,,,Assistant Professor,Clemson University,,d499065223534852bf997b477c72f324
6283,,,Full Professor,"University of Arkansas, Fayetteville",,4081faad6ad441769db9690267d2c761
6284,,,Full Professor,Columbia University,,28e56041bfd24e048b9833e1a68d5a8f
6285,,,Assistant Professor,University of Manitoba,,67e1bf1e1e7a46d3ac30c64bb92e82c5
6286,,,Assistant Professor,"University of Texas, Austin",,ae6e28a760f84fe58cda62e5a334bdb8
6287,,,Full Professor,Michigan State University,,3ba71a07f9234b1b876af74c493d0940
6288,,,Assistant Professor,"University of California, Los Angeles",,d39ebf4971bf427abea6695636c5f6bf
6289,,,Associate Professor,University of Maryland,,c888728140514dc9afccc5b33dbfb308
6290,,,Assistant Professor,Santa Clara University,,cb2c73a5c443482aa2c5a580f7eca9f6
6291,,,Assistant Professor,Georgia State University,,e87d3c74489f4a058ab634bceaaacc86
6292,,,Associate Professor,York University,,4ee295ff580841708311df4703d8fd36
6293,,,Associate Professor,"University of Alabama, Tuscaloosa",,484d2b6b628342b1b724bf93cba9efba
6294,,,Full Professor,"University of Arkansas, Fayetteville",,cc1d3b06f2534b65a8786840c02a509f
6295,,,Assistant Professor,"University of Massachusetts, Amherst",,9bdd575eb0354583bc1e9d32aa8c67b3
6296,,,Assistant Professor,"University of Massachusetts, Boston",,c4e502bbcea3477f8a7894935a09c28a
6297,,,Assistant Professor,"Stony Brook University, SUNY",,92c18acd86c34e378331b73a86bc7a49
6298,,,Associate Professor,"University of Albany, SUNY",,b3236127e6e440d5a0dd3f3119723576
6299,,,Assistant Professor,University of Florida,,3b7c4d02e8a341f6936ff510160c5690
6300,,,Associate Professor,"University of Texas, Austin",,0b56e7b34d91463d84b823ec0aa6d7d0
6301,,,Assistant Professor,University of Washington,,7efc187689aa4ad488d5cce940fcb506
6302,,,Assistant Professor,Indiana University,,ab5e3f03642f4e9da7c5cf5eb239519e
6303,,,Associate Professor,"Binghamton University, SUNY",,7ecc42c8ef3e45c890addc0dadeb3fd8
6304,,,Assistant Professor,Illinois Institute of Technology,,7c0d050a4eab4f0fbcc0f00ba883bc3d
6305,,,Assistant Professor,Northeastern University,,044d84bedec34405ac862fd63362465c
6306,,,Assistant Professor,North Carolina State University,,4184a385f8dc4ac89bf6d407d706659e
6307,,,Assistant Professor,California Institute of Technology,,6027f01db995403a92844a8e1a21aabe
6308,,,Assistant Professor,University of Southern Mississippi,,f20223acecbe4ebd984d2c0a916ec1dd
6309,,,Assistant Professor,University of Washington,,27a321f4168e4f10ae3615f379e51360
6310,,,Assistant Professor,University of Washington,,a64bc36ab5e64edfa5b592ca78ef634e
6311,,,Assistant Professor,Rochester Institute of Technology,,b196d8806cae431f9c6b2f57aa5c29c6
6312,,,Assistant Professor,"Washington University, St. Louis",,2bdffda1459440fb8c8f218e0e06defa
6313,,,Assistant Professor,Ohio State University,,11de9e1da47e492d8e8a0f8c6c43bd24
6314,,,Assistant Professor,"University of Tennessee, Knoxville",,fd191aacc7244e9b90d9ac0f1e5cd675
6315,,,Assistant Professor,Massachusetts Institute of Technology,,c44f0e2b92934b40a909fcfe6e72bd3e
6316,,,Full Professor,Princeton University,,65631a2b6c464a21a510907492b4967f
6317,,,Assistant Professor,Brigham Young University,,84b1c72d6b3241949bc51f31771c6ecc
6318,,,Associate Professor,Stanford University,,7a7a45aa76c0436fa819fa8d6b7ae77b
6319,,,Associate Professor,DePaul University,,2445ba0aea37446b8ada022295847628
6320,,,Assistant Professor,"University of Wisconsin, Madison",,67fd8298aad243539c7ce7a14e9ed947
6321,,,Full Professor,"City University of New York, Graduate Center",,656f948657474369b47e178499b29216
6322,,,Assistant Professor,"City University of New York, Graduate Center",,a8496586fb2c46fc8e91da9888a0cdbb
6323,,,Assistant Professor,University of Rochester,,2018994bd57145d9bfb3b645266e74b9
6324,,,Full Professor,Dalhousie University,,1f0c3364ffe34670a9697afe434684d5
6325,,,Assistant Professor,Temple University,,fa4d7ac72c59488c8cb7306728ad811b
6326,,,Assistant Professor,University of Connecticut,,08ec3215f89d4c61961f30148fdc15b5
6327,,,Associate Professor,Carnegie Mellon University,,5bd33bac031e4a6ba6659900a8d32718
6328,,,Assistant Professor,Boston University,,95356b66210048f39eca95d5b66d2533
6329,,,Assistant Professor,"University of Buffalo, SUNY",,d2b4a575e2b34cb499fa39806a9c6299
6330,,,Full Professor,"University of Albany, SUNY",,662840ba8a4d438f88f5dbb634b5906f
6331,,,Assistant Professor,"University of California, San Diego",,ff9227fa53c740da90d4e1c9affa9caf
6332,,,Assistant Professor,"University of Illinois, Urbana Champaign",,5aa65b736ab84cf9a1351911f9ee3748
6333,,,Assistant Professor,Arizona State University,,a119cf2a62ab4165a7dc90a60d6dd6c6
6334,,,Full Professor,University of Idaho,,718fe3d432324035a2530b4d19513cac
6335,,,Assistant Professor,University of Utah,,304b1d09ae9e47d1944ec15ef8efab81
6336,,,Assistant Professor,Oklahoma State University,,0d472b1597954b4f836723a1a3465ef1
6337,,,Assistant Professor,Johns Hopkins University,,58e87c32889e4c99ad155fc6e212cc5f
6338,,,Associate Professor,University of Waterloo,,d23c89b411e1479bb9fdd131600ac6b4
6339,,,Full Professor,York University,,db732446ecfe446e83f42a4cb9e510c5
6340,,,Full Professor,Dalhousie University,,c4c58ab4d4944387ad0f263526751d62
6341,,,Assistant Professor,Princeton University,,c228eab92c4248139c691c84edec930d
6342,,,Assistant Professor,Indiana University,,f772e04f836b4921a02210b9e8ec3f23
6343,,,Assistant Professor,Western Michigan University,,faae43efe5ee4d809e3e9c9f0f4c55cc
6344,,,Full Professor,University of Kentucky,,7dd73464a804474d9e8dca3ece349220
6345,,,Assistant Professor,University of Wyoming,,36e5fbd1976844f78da1e5785cf73e12
6346,,,Assistant Professor,Washington State University,,0c7d7a09a6394adb93775c20b7467977
6347,,,Assistant Professor,"University of Nebraska, Lincoln",,9006f42d5c3848f7a23c882bb8055d8f
6348,,,Associate Professor,University of Kansas,,c3ba948292084a48a44224e50646d469
6349,,,Full Professor,McMaster University,,69c2ac69229141519445d950a7a9cb60
6350,,,Full Professor,Carnegie Mellon University,,a538c262135d41ef92b887deb5606414
6351,,,Full Professor,"University of Texas, Arlington",,8ec30b47982641ceb3500c8a8a0e8f88
6352,,,Full Professor,California Institute of Technology,,94dc79aea14142619e68a54cfb369547
6353,,,Full Professor,University of Maryland,,6c0062452f1347fba413ff3a4f5bdd1d
6354,,,Assistant Professor,Kent State University,,45a1758e5f674bd7921b36f138920109
6355,,,Full Professor,University of Hawaii,,81b7c568f4fe451f9d2b4ebc27f7719b
6356,,,Assistant Professor,"Stony Brook University, SUNY",,a9787ceba44b45b0b41b7282a1fa4b01
6357,,,Assistant Professor,Carnegie Mellon University,,c539b3aa85454411b1768ad859b41273
6358,,,Full Professor,Wright State University,,eb731455563d42b6bcd0be48ae056c5e
6359,,,Full Professor,"University of California, Irvine",,c337f61eb6784542a5a2c122b6520262
6360,,,Assistant Professor,"University of Albany, SUNY",,fa9309f634ab440caf53a04ddb8389f5
6361,,,Assistant Professor,Portland State University,,0b88437831994b71bd3d9a71bb978e06
6362,,,Full Professor,Carnegie Mellon University,,9697c9b998de428ead5365e61b3e9f56
6363,,,Assistant Professor,Mississippi State University,,6deefa98df3f4689aeb15e420ed88a34
6364,,,Full Professor,University of North Texas,,4c9fd5dd40a94d80835a791eb29a6395
6365,,,Assistant Professor,University of Central Florida,,999a43c9a47c4569bbc45586c5a002af
6366,,,Assistant Professor,"University of Texas, El Paso",,6185adb5949c4bc88d96213239b67f3d
6367,,,Associate Professor,Carnegie Mellon University,,c87358d38d2a4d4ea5555acddd7b7789
6368,,,Assistant Professor,University of Virginia,,d646c15319d44c4baad2bbf4db69f24d
6369,,,Assistant Professor,New York University,,0fc60235a0fd404a86449af5cf66ef99
6370,,,Assistant Professor,Concordia University,,c8abcc720c22490bac76fed8b3eed2c3
6371,,,Assistant Professor,"University of Tennessee, Knoxville",,6812666a97b84c0a89476fb0f29b418f
6372,,,Associate Professor,University of Notre Dame,,a774506c45624d4a9053e42948d99282
6373,,,Full Professor,Dalhousie University,,bb1678959c6344abbd8ed9bb193044a6
6374,,,Associate Professor,Brigham Young University,,2d543e7566844a069ce9f6d28d1e1e89
6375,,,Assistant Professor,University of Virginia,,8147e2d61ce1459bb0b6794a959da895
6376,,,Assistant Professor,Clemson University,,623b66cef61c4f7193838af144b67dfc
6377,,,Assistant Professor,Massachusetts Institute of Technology,,1bb3c50d758440cba69874a21edb82d4
6378,,,Assistant Professor,Oregon State University,,3c8e75a784f84a759b9ebca1936b4a41
6379,,,Associate Professor,University of Arizona,,e85d4f8c359d4a33a52d83257bf0f9ee
6380,,,Full Professor,University of Toronto,,d47b297d7a0c415b833c760c052034a7
6381,,,Associate Professor,Brown University,,1e51342446d54c268665de1c4ecfc65d
6382,,,Assistant Professor,Purdue University,,ea790c39642c44fbaf55f7286ba76b58
6383,,,Full Professor,"University of Illinois, Urbana Champaign",,7594d0045e4842e6a646a7ae19e11f62
6384,,,Assistant Professor,Brown University,,f4ddcc56be4040b1b1045be3b44787c8
6385,,,Associate Professor,"University of California, San Diego",,e63758e3f6064b9f8d517596a30165b3
6386,,,Assistant Professor,"University of California, San Diego",,fbb758eb12ae4173ba902308b7ca9348
6387,,,Assistant Professor,Worcester Polytechnic Institute,,b3a6807937c5482f99ed7b7482537ce4
6388,,,Assistant Professor,DePaul University,,4e4498d656ce4da5978c0615d457f073
6389,,,Associate Professor,Carnegie Mellon University,,bfe401ac24374654af3fe80b52cde52f
6390,,,Assistant Professor,University of Notre Dame,,5c1dfa205ffe4f50a5ee86620a297f42
6391,,,Assistant Professor,Stanford University,,0939ccdad0dd47aa8da2293921e8d52d
6392,,,Full Professor,Florida Atlantic University,,c62406a22ae6487c83b41598321aa955
6393,,,Assistant Professor,York University,,5225dad848f7448e89b3fe34d740534e
6394,,,Associate Professor,University of Oregon,,56d8d37fc7e3464cb68dde75c9d4fabc
6395,,,Assistant Professor,"University of California, Berkeley",,d622471510e1463fbf509b067a79c07d
6396,,,Assistant Professor,"University of California, San Diego",,2b483d06c0264c7c8fbafcff5a25ab49
6397,,,Associate Professor,North Carolina State University,,770490739ab445069b7568529fbae8b2
6398,,,Associate Professor,University of Waterloo,,97b33817145e42c38c134ac4e9d77ac8
6399,,,Assistant Professor,Boston University,,e96365410c89487f81a2eede2efd944c
6400,,,Assistant Professor,"City University of New York, Graduate Center",,99c87826de2b4512ad6dd657274d4ab1
6401,,,Assistant Professor,Virginia Commonwealth University,,0548f94de94f465887eeaa21a14bcb7d
6402,,,Associate Professor,University of Delaware,,86f0e37defa94913b0606ae5eab2d152
6403,,,Full Professor,Carnegie Mellon University,,4a1d3b88f38048309711f4721c3391bb
6404,,,Associate Professor,University of Western Ontario,,d65ebbce2aab46c1a367dde384288dea
6405,,,Assistant Professor,Cornell University,,27546524d9794e5eaaa86e98c5d98cec
6406,,,Assistant Professor,"University of Colorado, Boulder",,0b62fda40fb34400ba3ff0be894c3bcc
6407,,,Full Professor,"University of Texas, Austin",,7582826e40ac4be79e75aa57f18b6d20
6408,,,Full Professor,"University of Illinois, Urbana Champaign",,f772eb6fc81440ffa5e2ea9f6e7486aa
6409,,,Full Professor,Brigham Young University,,27fe17d09fc24aacb8405e3146e825f2
